root_id,root_letters,description,category
1266,فرد,توحُّد الشيء بذاته منقطعًا ومنعزلًا عما يشاكله,ف ر
1267,فرر,مباعدة بخفة مع استرسال تكرار، أو دوام,ف ر
1268,فرش,انبساط وانتشار للشيء مع رقة - أو ليونة - فيه,ف ر
1269,فرض,قَطْعٌ غائر (غير نافذ) في جرم غليظ,ف ر
1270,فرط,اندفاع بعض الشيء متقدمًا - أو مبتعدًا - من عُظْمِه بقوة,ف ر
1271,فرع,تشعب الشيء، أو الاشتقاق منه من أعلاه في قوة وانبساط,ف ر
1272,فرغ,خلاء الظروف ونحوها مما يشغلها مِنْ مائع ونحوه,ف ر
1273,فرق,فَصْلُ بعض شيء - أو أشياء - من بعضها الآخر فصلًا واصلًا إلى العمق,ف ر
1274,فرهـ,كمال طاقة الحي في ما يراد منه، أو يُراد هو له,ف ر
1275,فرى,شق - أو فَصْلٌ - مع تهيئة، أو تهيؤ لصلاح,ف ر
1276,فزز,نهوض - أو انبعاث - بضغط، أو إثارة وخِفّة,ف ز
1277,فزع,ثَوَرانُ البدنِ بجملته فَجْأَةً مُفَارقًا المكان الذي ينبسط عليه لِشَيْءٍ أثاره,ف ز
1278,فسح,اتساع في أثناء مكان مشغول، أو يُشغل,ف س
1279,فسد,ذهاب نفع الشيء المقصود منه (تلفه أو تعطله)؛ لحدة ضارة تسري في أثنائه,ف س
1280,فسر,كَشْفُ ما في أثناء الشيء بصفائه وشفّه عما فيه,ف س
1281,فسفس,ضَعْفُ القوة المختزنة في باطن الشيء، أو ذهابها والخلو منها,ف س
1282,فسق,خروج الشيء عن غلافه (حَدِّه) أو حيّزه لحدّة أو فساد,ف س
1283,فشش,خروج اللطيف المتجمع في الباطن بكثافة وانتشار,ف ش
1284,فشل,انتفاش ظاهري مع فراغ، أو نحوه وراءه,ف ش
1285,فصح,خلوص الشيء واضحًا أو صافيًا في أحكم حالاته؛ لذهاب ما يغشاه,ف ص
1286,فصص,نتوء - أو ظهور - جزئي من أثناء شيء بتميز، أو قوة,ف ص
1287,فصل,تمييز الشيء عن غيره مع تمام، أو ما هو من بابه,ف ص
1288,فصم,تفكك باطن الشيء مع بقاء التئام ظاهره,ف ص
1289,فضح,انكشاف عام - أو واسع - بسبب اللون السافرِ اللافت,ف ض
1290,فضض,كَسْرُ الجِرْمِ الكثيفِ الصُلْبِ، وتفريق بعضه من بعض,ف ض
1291,فضل,زيادة من مادة الشيء متميزة عنه,ف ض
1292,فضو,خلاء عام محيط بلا تعلق، أو حاجز,ف ض
1293,فطر,خروج الشيء - أو نفاذه - أوّل أمره شاقًا ما فوقه بضغط,ف ط
1294,فطط,ضَغط عظيم على جرم الشيء يخفضه، أو ينتج نتوءا في جانب آخر منه,ف ط
1295,فظظ,نفاذ بضيق وغلظ وكراهة,ف ط
1296,فعفع,مهارة وخفة في الحركة والعمل تفريقًا، أو مفارقة,ف ع
1297,فعل,نفاذ - أو مخالطة - مادية عنيفة، أو جادة، تُغيّر شيئًا، أو تُحدثه,ف ع
1298,فقد,غياب شيء خطير القَدْرِ من جوف، أو حوزة,ف ق
1299,فقر,فراغ نافذ في العمق يسترسل امتدادًا، أو دوامًا,ف ق
1300,فقع,رِقّة ظاهرِ الشيء المتكوّر - أو لمعانه - مع خلوّ جوفه,ف ق
1301,فقق,فَتْحُ عُمْقِ الشيء المزدحم - أو الكثيف العمق - وتوسيعه,ف ق
1302,فقهـ,وصول إلى حقيقة باطن الشيء,ف ق
1303,فكر,ترتيب المعاني الذهنية (الجزئية) وتقليبها للوصول إلى ما تؤدي إليه,ف ك
1304,فكك,تسيُّب وانفصال لما هو مشتد من الداخل، أو على الداخل,ف ك
1305,فكهـ,تفتُّح أثناء الشيء بلطيف يملؤها (أو يفيض منها),ف ك
1306,فلح,شَقٌّ بجفاف - أو جفاء - في جرم ملتئم,ف ل
1307,فلق,شَقُّ الشيء الشديد الكثافة شقًا نافذًا إلى عمقه,ف ل
1308,فلك,ارتفاع - أو نتوء - مع صلابة واستدارة,ف ل
1309,فلل,انفصال دقيق من حدّ ذي حدّ,ف ل
1310,فلن,لفظ يستعمل كناية عامة عن اسم فرد من الناس، أو غيرهم,ف ل
1311,فمم,فتحةُ مَدْخَل للشيء في أعلاه، أو أوّله، يُمكن أن تقفل (أي تُضَمّ),ف م
1312,فند,نفاذ بعض قوام الجِرم منه، ويلزم ذلك ضعفه,ف ن
1313,فنن,امتداد تشعبي، أو متزايد (فَرْعَ عن فَرْع) - مع دقة، أو رقة,ف ن
1314,فنى,فقد النفع الأساسي للشيء لزيادة امتداده مكانًا، أو زمانًا,ف ن
1315,فهم,اضطمام القلب على معنى نَفَذَ إليه من شيء خارجي,ف هـ
1316,فهه,فراغ الجوف - أو نفاذ ما فيه - مع انفتاح,ف هـ
1317,فوت,انفصال - أو تباعد - دقيق بين ما هو ملتحم الأصل,ف ت
1318,فوج,تجمُّع منفصل عن تجمُّع غيرِه بقوة وانتشار,ف ج
1319,فور,جَيَشَانُ نحو الماء إلى أعلى بقوّة واندفاع,ف ر
1320,فوز,عبور مسافةِ قَفْرٍ جَافَّةٍ بالغة الامتداد,ف ز
1321,فوض,شيوع الحيز وشيوع الاختصاص فيه,ف ض
1322,فوق,فراغ أثناء عُلُوِيٌّ يُتَخَلَّلُ بلطف إلى العمق,ف ق
1323,فوم,صلاح المادة أن تؤكل، فيُملأ بها الفم,ف م
1324,فوهـ,فتحة أعلى الشيء، أو أوّله,ف هـ
1325,فيأ,تردُّد الشيء الممتد - أو مَيلُه - من جهة إلى جهة بخفة,ف ي
1326,فيض,خروج المتسيب اللطيف عن حدود ظرفِه من كثرته,ف ض
1327,فيل,انتبارُ الجِرْم - أي نتوءه - بلا صلابة في أثنائه,ف ل
1328,قبب,تسنم أو تحدب لظاهرٍ جَلِيدٍ على فراغ تحته,ق ب
1329,قبح,نتوء شيء غليظ يُفْقِدُ ظاهر الشيء استواءه,ق ب
1330,قبر,تجوف دائم أو ممتد يخفى فيه ما يدخُله,ق ب
1331,قبس,تحصيل مباشر لمادة حادة من أصل لها,ق ب
1332,قبض,جمع الكف على الشيء بشدة إمساكًا له,ق ب
1333,قبل,مُقدَّم الشيء الذي يُتَّجَه إليه منه لملاقاته,ق ب
1334,قتت,جمع المرعي أو الشيء قليلاً قليلاً,ق ت
1335,قتر,نفاذ الشيء بقلة أو ضعف لضيق مَنْفَذه,ق ت
1336,قتل,قوام الشيء المتمثل في ما ينبت من الحيوية والحدة في مادّته,ق ت
1337,قثأ,تجمع الجِرْم مع هشاشة ورطوبة,ق ث
1338,قثث, جمع الغثاء المتناثر المنتشر وضم بعضه على بعض,ق ث
1339,قحح,تمحض الشيء في صفته بحسبها بلا شوب لكن مع شيء من الجفاء,ق ح
1340,قحم,الدخول في الأمر بشدة من غير تهيؤ أو تهيئة,ق ح
1341,قدح,حَكٌّ أو صَكٌّ بصلب يُخْرِجُ من ظاهر شيئًا,ق د
1342,قدد,قطع الشيء المتين أو شقه شَقًّا طُوليًا,ق د
1343,قدر,ضَبْطُ الشيء القابل للتسيب وحكمه,ق د
1344,قدس,صَوْنُ الشيء النفيس وحفظه مُتَجمعًا,ق د
1345,قدم,سبق الشيء نافذًا إلى الأمام بقوة أو حِدَّة,ق د
1346,قدو,اتباع الشيء انجذابًا إليه لأصالته أو استطابته,ق د
1347,قذذ,الرمي بدقاق بقوة,ق ذ
1348,قذف,دَفْعُ بغِلَظ إلى مسافة بعيدة,ق ذ
1349,قرأ,تجمع الشيء السائل أو المتحرك في الباطن إلى أجل,ق ر
1350,قرب,وجود الشيء في الحيز متاحًا مهيأً للتناول,ق ر
1351,قرح,قَشْرٌ للظاهر الصحيح يخرج به ما استقر في الباطن,ق ر
1352,قرد,تعلق الدقاق أو امتساكها بعضها ببعض,ق ر
1353,قرر,ثَبَاتُ ما شأنه التسيب وامتساكه في قـاع عـمـيـق مستدير,ق ر
1354,قرش,جمع المنتشر وضمه في الحوزة أو الجوف,ق ر
1355,قرض,قطع دقيق (يتكرر) من الشيء الغليظ,ق ر
1356,قرط,دقة حجم الشيء مع تعلقه,ق ر
1357,قرطس,رَقٌّ ينبسط ممتدًا يخرق بسهم أو يؤثر فيه,ق ر
1358,قرع,تجرد ظاهر الشيء مما يكسوه عادةً مع صلابته,ق ر
1359,قرف,قشر الشيء أو جلده أو غلافه اللاصق به,ق ر
1360,قرن,نتوء بشدة أو اعتصار يمتدُّ في أعلى الجسم أو مُقدمه,ق ر
1361,قري,تجمع ما شأنه الحركة بكثافة في حيز محدد,ق ر
1362,قسر,شدّةٌ مع عِظَم يلزمها الغَلَبُ والقهر,ق س
1363,قسس,تتبع أو متابعة بدأب واستقصاء,ق س
1364,قسط,تصلب العضو المتحرّكِ على استواء دون ليونة,ق س
1365,قسطس,زيادة في دقة التقسيم والعدل,ق س
1366,قسم,تجزئة من أجل ضم الأجزاء إلى أشخاص,ق س
1367,قسو,صلابة الأثناء مع حدة أو جفاف,ق س
1368,قشش,جفاف ظاهر ما كان نديا فاسدًا وتقشره,ق ش
1369,قشع,جَفاف وزوال لما هو كالغشاء المنتشرِ,ق ش
1370,قشعر,تقبض ظاهر الجلد مع جفافه أو خشونته,ق ش
1371,قصد,توسط الشيء في حاله أو توسطه بالأَمّ والاتجاه,ق ص
1372,قصر,حبس عن الانتشار طولًا أو عرضًا,ق ص
1373,قصص,تتبع أو تتابع باطراد مع تسوية,ق ص
1374,قصف,قطع امتداد الشيء قصًا أو كَسْرًا,ق ص
1375,قصم,كَسْرٌ من الأصل أو الصلْبِ بحيث يستوي الظاهر بعده,ق ص
1376,قصو,الطَّرَفُ البعيد من شيء ممتد,ق ص
1377,قضب,قطع شيء غَضّ لكنه ملتئم,ق ض
1378,قضض,اختراق صُلْبِ أو كَسْرُه تفتيتا,ق ض
1379,قضى,انفصال أو فراغ من شيء بعد قطعه أو تمامِه,ق ض
1380,قطر,نزول المائع أو انفصاله مبتعدًا عن مصدره نقطةً بعد نقطة بتوالٍ,ق ط
1381,قطط,قطع الامتداد (الغليظ) بتحديد وتدقيق واستدارة,ق ط
1382,قطع,فصل بعض الجرم الممتد الملتحم الرقيق,ق ط
1383,قطف,قطع الطرف (الدقيق) للشيء أو ما هو في طرفه,ق ط
1384,قطم,تناول الشيء بحرص شديد عليه وتلهف,ق ط
1385,قطمر,قطع ملتئم مسترسل,ق ط
1386,قطن,لزوم المكان والموضع وما إلى ذلك من التلازم,ق ط
1387,قعد,رُسُوخٌ يَنْصِبُ ما يعلوه,ق ع
1388,قعر,القاع السفلي الذي ينتهي به عُمْقُ شيء مجوف,ق ع
1389,قعع,تركز الغليظ أو الحاد في الشيء,ق ع
1390,قفف,الارتفاع توترًا أو تصلُّبا مع جفاف لما شأنه أن يكون لينا,ق ف
1391,قفل,حَبْسٌ بشدة وجفاف لما هو مجتمع,ق ف
1392,قفو,اللحاق بخلف الشيء من أعلاه,ق ف
1393,قلب,باطن الشيء ولبّه,ق ل
1394,قلد,حَوْزٌ بحبس شديد حملاً أو نقلاً شيئًا بعد شيء,ق ل
1395,قلع,نزع الراسخ من أصله بقوة عظيمة برفعه إلى أعلى,ق ل
1396,قلل,دقة جسم أو تضامه ولطفه ويلزمه الخفة والارتفاع,ق ل
1397,قلم,بَرْيُّ طَرَفِ الشيء المقدَّمِ شيئًا بعد شيء باستواء بلا شعب,ق ل
1398,قلى,إزالة الراسخ في الأثناء والتخلص منه,ق ل
1399,قمح,اكتناز الشيء بما يَضُمّ في باطنه حتى يرتفع امتلاء,ق م
1400,قمر,تزايد أو استرسال في الضم والتجمع,ق م
1401,قمص,الانشيام في شيء (الدخول فيه) بشمول,ق م
1402,قمط,ضَمُّ أطراف الشيء المنتشرة إليه بشد وإيثاق قوي,ق م
1403,قمطر,تجمع الشيء في وعاء أو حيز على غلظ وكثافة,ق م
1404,قمع,ضبط في حيز ومنع عن الانتشار منه,ق م
1405,قمل,شيء ممتص يَعْلَق,ق م
1406,قمم,انتبار دقيق الرأس من جمع المنتشر ظاهري,ق م
1407,قنت,احتواء باطن الشيء على رخاوة متمكنة فيه لا تفارقه,ق ن
1408,قنط,احتواء النفس في باطنها على غلظ لاصق شديد لا منفذ فيه,ق ن
1409,قنطر,تخطٍّ بتوالٍ، أي مرة بعد أخرى,ق ن
1410,قنع,الاشتمال أو الاحتواء من أعلى بلطف أو رقة,ق ن
1411,قنن,الاحتباس في الحوزة (أو باطن) بعمق وامتداد,ق ن
1412,قنو,امتساك الشيء في باطن أو حوزة بتجمع وامتداد حِسّيّ، أو زمني,ق ن
