bi_root,tri_root,core_meaning,original_chapter
غن,غنى,وجود الكفاية مما يعمُر الحيز بطيبه ويُقيم أمره,غ ن
غن,غنم,ضم لطيف في الحوزة استحداثًا,غ ن
أف,أفف,(إفراز) شيء مكروه قليلًا، ونفيه، أي إبعاده وعدم قبوله,أ ف
وف,وفى,نمو - أو زيادة - يبلغ بها الشيء - أو يتأكد - تمام قوامه,و ف
فأ,فأو,فَجْوَةٌ أو شَقٌّ وفراغ في شيء غليظ صُلْب يَفْصِله شطرين أو كتلتين,ف أ
في,فيأ,تردُّد الشيء الممتد - أو مَيلُه - من جهة إلى جهة بخفة,ف ي
فت,فتت,تكسير الشيء الهش الجاف - أو تفريقه - أجزاء دقيقة بضغط، أو نحوه,ف ت
فت,فتو,مفارقة الحي طور طفولته - أو حداثته - بالغًا طَوْرَ شبابه,ف ت
فت,فتأ,الانقطاع عن الشيء نسيانًا، أو ارعواءً، أو نحو ذلك,ف ت
فت,فوت,انفصال - أو تباعد - دقيق بين ما هو ملتحم الأصل,ف ت
فت,فتح,فُرجة فصل في محيط الشيء نافذة إلى جوفه تتيح النفاذ بقوة واتساع,ف ت
فت,فتر,ارتخاء الشيء لذهاب شدّته؛ فينبسط,ف ت
فت,فتق,فتح وشقٌّ واصلٌ إلى العمق الملتحم,ف ت
فت,فتل,التواء الشيء على ذاته، أو على ما فيه؛ ممتدًا متميزًا عن غيره,ف ت
فت,فتن,إذابة مادة باطن الشيء، وتحويلها، بإدخالها نارًا حامية,ف ت
فج,فجج,انفتاح في صُلْبٍ غير متوقع، أو معتاد، أو محدّد,ف ج
فج,فجو,فُرجة - أو فتحة - واسعة داخلة في جرم الشيء المعترض,ف ج
فج,فوج,تجمُّع منفصل عن تجمُّع غيرِه بقوة وانتشار,ف ج
فج,فجر,انبثاق المائع المحتبس باندفاع وغزارة فاتحًا فُرْجَةً في محبسه,ف ج
فح,فحح,صدور ريح من فم الحي ذات أثر حاد وانتشار,ف ح
فح,فحش,صدور ما يفشو استقباحه - أو حِدّة وقعه على الحس - من قول أو فعل,ف ح
فخ,فخخ,الرخاوة، أي الخلو من مادة الصلابة,ف خ
فخ,فخر,عِظَم جِرْم الشيء - أو غِلَظُه - مع خلوه أحيانًا مما يناسب عِظَم جرمه,ف خ
فد,فدد,اندفاع - أو دفع - بضغط ونشاط للإبعاد أو الابتعاد,ف د
فد,فدى,تبين حجم الشيء - أي قدره - محدّدًا ومنفصلًا عن غيره,ف د
فد,وفد,تجمُّع جزئي مع إشراف، أي ارتفاع,ف د
فد,فأد,إنضاج بعد تهيئة وإعداد وترتيب,ف د
فر,فرر,مباعدة بخفة مع استرسال تكرار، أو دوام,ف ر
فر,فرى,شق - أو فَصْلٌ - مع تهيئة، أو تهيؤ لصلاح,ف ر
فر,فور,جَيَشَانُ نحو الماء إلى أعلى بقوّة واندفاع,ف ر
فر,وفر,كمال الشيء حتى يزيد عن معتاد حاله، أو مُسْتَحَقِّه,ف ر
فر,فرت,خُلوص الماء من الملح مع صفائه من الكدورة,ف ر
فر,فرث,تسيُّب الدقاق المجتمعة، مع خشونة أو غِلَظ فيها,ف ر
فر,فرج,انفتاح - أو متسع - في أثناء جرم كثيف، أو بين أجرام,ف ر
فر,فرح,خُلُو الجَوْفِ - أو الحوزة - بخروج الغليظ، أو ذي القيمة منه,ف ر
فر,فرد,توحُّد الشيء بذاته منقطعًا ومنعزلًا عما يشاكله,ف ر
فر,فردوس,اتساع مع اكتناز بما هو طيب,ف ر
فر,فرش,انبساط وانتشار للشيء مع رقة - أو ليونة - فيه,ف ر
فر,فرض,قَطْعٌ غائر (غير نافذ) في جرم غليظ,ف ر
فر,فرط,اندفاع بعض الشيء متقدمًا - أو مبتعدًا - من عُظْمِه بقوة,ف ر
فر,فرع,تشعب الشيء، أو الاشتقاق منه من أعلاه في قوة وانبساط,ف ر
فر,فرغ,خلاء الظروف ونحوها مما يشغلها مِنْ مائع ونحوه,ف ر
فر,فرق,فَصْلُ بعض شيء - أو أشياء - من بعضها الآخر فصلًا واصلًا إلى العمق,ف ر
فر,فرهـ,كمال طاقة الحي في ما يراد منه، أو يُراد هو له,ف ر
فز,فزز,نهوض - أو انبعاث - بضغط، أو إثارة وخِفّة,ف ز
فز,فوز,عبور مسافةِ قَفْرٍ جَافَّةٍ بالغة الامتداد,ف ز
فز,فزع,ثَوَرانُ البدنِ بجملته فَجْأَةً مُفَارقًا المكان الذي ينبسط عليه لِشَيْءٍ أثاره,ف ز
فس,فسفس,ضَعْفُ القوة المختزنة في باطن الشيء، أو ذهابها والخلو منها,ف س
فس,فسح,اتساع في أثناء مكان مشغول، أو يُشغل,ف س
فس,فسد,ذهاب نفع الشيء المقصود منه (تلفه أو تعطله)؛ لحدة ضارة تسري في أثنائه,ف س
فس,فسر,كَشْفُ ما في أثناء الشيء بصفائه وشفّه عما فيه,ف س
فس,فسق,خروج الشيء عن غلافه (حَدِّه) أو حيّزه لحدّة أو فساد,ف س
فش,فشش,خروج اللطيف المتجمع في الباطن بكثافة وانتشار,ف ش
فش,فشل,انتفاش ظاهري مع فراغ، أو نحوه وراءه,ف ش
فص,فصص,نتوء - أو ظهور - جزئي من أثناء شيء بتميز، أو قوة,ف ص
فص,فصح,خلوص الشيء واضحًا أو صافيًا في أحكم حالاته؛ لذهاب ما يغشاه,ف ص
فص,فصل,تمييز الشيء عن غيره مع تمام، أو ما هو من بابه,ف ص
فص,فصم,تفكك باطن الشيء مع بقاء التئام ظاهره,ف ص
فض,فضض,كَسْرُ الجِرْمِ الكثيفِ الصُلْبِ، وتفريق بعضه من بعض,ف ض
فض,فضو,خلاء عام محيط بلا تعلق، أو حاجز,ف ض
فض,فوض,شيوع الحيز وشيوع الاختصاص فيه,ف ض
فض,فيض,خروج المتسيب اللطيف عن حدود ظرفِه من كثرته,ف ض
فض,وفض,احتواء - أو اجتماع - مؤقت لما شأنه الانتشار,ف ض
فض,فضح,انكشاف عام - أو واسع - بسبب اللون السافرِ اللافت,ف ض
فض,فضل,زيادة من مادة الشيء متميزة عنه,ف ض
فط,فطط,ضَغط عظيم على جرم الشيء يخفضه، أو ينتج نتوءا في جانب آخر منه,ف ط
فط,فطر,خروج الشيء - أو نفاذه - أوّل أمره شاقًا ما فوقه بضغط,ف ط
فط,فظظ,نفاذ بضيق وغلظ وكراهة,ف ط
فع,فعفع,مهارة وخفة في الحركة والعمل تفريقًا، أو مفارقة,ف ع
فع,فعل,نفاذ - أو مخالطة - مادية عنيفة، أو جادة، تُغيّر شيئًا، أو تُحدثه,ف ع
فق,فقق,فَتْحُ عُمْقِ الشيء المزدحم - أو الكثيف العمق - وتوسيعه,ف ق
فق,فوق,فراغ أثناء عُلُوِيٌّ يُتَخَلَّلُ بلطف إلى العمق,ف ق
فق,وفق,التئام شيئين - أو أكثر - بالتجمع والتداخل في حيز واحد مع الاتساق,ف ق
فق,أفق,تجوُّف داخلي (عُلْوِي) محاط,ف ق
فق,فقد,غياب شيء خطير القَدْرِ من جوف، أو حوزة,ف ق
فق,فقر,فراغ نافذ في العمق يسترسل امتدادًا، أو دوامًا,ف ق
فق,فقع,رِقّة ظاهرِ الشيء المتكوّر - أو لمعانه - مع خلوّ جوفه,ف ق
فق,فقهـ,وصول إلى حقيقة باطن الشيء,ف ق
فك,فكك,تسيُّب وانفصال لما هو مشتد من الداخل، أو على الداخل,ف ك
فك,أفك,تغير حال الشيء جملة من وجه إلى وجه,ف ك
فك,فكر,ترتيب المعاني الذهنية (الجزئية) وتقليبها للوصول إلى ما تؤدي إليه,ف ك
فك,فكهـ,تفتُّح أثناء الشيء بلطيف يملؤها (أو يفيض منها),ف ك
فل,فلل,انفصال دقيق من حدّ ذي حدّ,ف ل
فل,فيل,انتبارُ الجِرْم - أي نتوءه - بلا صلابة في أثنائه,ف ل
فل,أفل,غياب الشيء (الحاد) في مقره مع ضعف ما,ف ل
فل,فلح,شَقٌّ بجفاف - أو جفاء - في جرم ملتئم,ف ل
فل,فلق,شَقُّ الشيء الشديد الكثافة شقًا نافذًا إلى عمقه,ف ل
فل,فلك,ارتفاع - أو نتوء - مع صلابة واستدارة,ف ل
فل,فلن,لفظ يستعمل كناية عامة عن اسم فرد من الناس، أو غيرهم,ف ل
فم,فمم,فتحةُ مَدْخَل للشيء في أعلاه، أو أوّله، يُمكن أن تقفل (أي تُضَمّ),ف م
فم,فوم,صلاح المادة أن تؤكل، فيُملأ بها الفم,ف م
فن,فنن,امتداد تشعبي، أو متزايد (فَرْعَ عن فَرْع) - مع دقة، أو رقة,ف ن
فن,فنى,فقد النفع الأساسي للشيء لزيادة امتداده مكانًا، أو زمانًا,ف ن
فن,فند,نفاذ بعض قوام الجِرم منه، ويلزم ذلك ضعفه,ف ن
فهـ,فهه,فراغ الجوف - أو نفاذ ما فيه - مع انفتاح,ف هـ
فهـ,فوهـ,فتحة أعلى الشيء، أو أوّله,ف هـ
فهـ,فهم,اضطمام القلب على معنى نَفَذَ إليه من شيء خارجي,ف هـ
قو,قوو,شدة في الأثناء بالالتئام أو الالتواء مع امتداد,ق و
قو,وقي,حِفْظٌ من الأذى أو الضرر باتخاذ حاجز دونه,ق و
قب,قبب,تسنم أو تحدب لظاهرٍ جَلِيدٍ على فراغ تحته,ق ب
قب,قوب,فراغ جَوْفي محدود الجوانب مقوَّرٌ,ق ب
قب,وقب,فَجْوَةٌ عميقة في ظاهر جرم شديد التماسك,ق ب
قب,قبح,نتوء شيء غليظ يُفْقِدُ ظاهر الشيء استواءه,ق ب
قب,قبر,تجوف دائم أو ممتد يخفى فيه ما يدخُله,ق ب
قب,قبس,تحصيل مباشر لمادة حادة من أصل لها,ق ب
قب,قبض,جمع الكف على الشيء بشدة إمساكًا له,ق ب
قب,قبل,مُقدَّم الشيء الذي يُتَّجَه إليه منه لملاقاته,ق ب
قت,قتت,جمع المرعي أو الشيء قليلاً قليلاً,ق ت
قت,قوت,إمداد الحي أو الشيء بما يُبقي على وجوده بلا زيادة,ق ت
قت,وقت,تحديد زمن معين دقيق لإيقاع الشيء,ق ت
قت,يقت,حجر كريم,ق ت
قت,قتر,نفاذ الشيء بقلة أو ضعف لضيق مَنْفَذه,ق ت
قت,قتل,قوام الشيء المتمثل في ما ينبت من الحيوية والحدة في مادّته,ق ت
قث,قثث, جمع الغثاء المتناثر المنتشر وضم بعضه على بعض,ق ث
قث,قثأ,تجمع الجِرْم مع هشاشة ورطوبة,ق ث
قح,قحح,تمحض الشيء في صفته بحسبها بلا شوب لكن مع شيء من الجفاء,ق ح
قح,قحم,الدخول في الأمر بشدة من غير تهيؤ أو تهيئة,ق ح
قد,قدد,قطع الشيء المتين أو شقه شَقًّا طُوليًا,ق د
قد,قدو,اتباع الشيء انجذابًا إليه لأصالته أو استطابته,ق د
قد,وقد,مادة حياة النار أي اشتعالها,ق د
قد,قدح,حَكٌّ أو صَكٌّ بصلب يُخْرِجُ من ظاهر شيئًا,ق د
قد,قدر,ضَبْطُ الشيء القابل للتسيب وحكمه,ق د
قد,قدس,صَوْنُ الشيء النفيس وحفظه مُتَجمعًا,ق د
قد,قدم,سبق الشيء نافذًا إلى الأمام بقوة أو حِدَّة,ق د
قذ,قذذ,الرمي بدقاق بقوة,ق ذ
قذ,وقذ,صدم بقوة يضغط المنصدم فيُرِقه,ق ذ
قذ,قذف,دَفْعُ بغِلَظ إلى مسافة بعيدة,ق ذ
قر,قرر,ثَبَاتُ ما شأنه التسيب وامتساكه في قـاع عـمـيـق مستدير,ق ر
قر,قري,تجمع ما شأنه الحركة بكثافة في حيز محدد,ق ر
قر,قرأ,تجمع الشيء السائل أو المتحرك في الباطن إلى أجل,ق ر
قر,وقر,تجمع بثقل وتمكن في أثناء بَدَن أو حيّز,ق ر
قر,قرب,وجود الشيء في الحيز متاحًا مهيأً للتناول,ق ر
قر,قرح,قَشْرٌ للظاهر الصحيح يخرج به ما استقر في الباطن,ق ر
قر,قرد,تعلق الدقاق أو امتساكها بعضها ببعض,ق ر
قر,قرش,جمع المنتشر وضمه في الحوزة أو الجوف,ق ر
قر,قرض,قطع دقيق (يتكرر) من الشيء الغليظ,ق ر
قر,قرط,دقة حجم الشيء مع تعلقه,ق ر
قر,قرطس,رَقٌّ ينبسط ممتدًا يخرق بسهم أو يؤثر فيه,ق ر
قر,قرع,تجرد ظاهر الشيء مما يكسوه عادةً مع صلابته,ق ر
قر,قرف,قشر الشيء أو جلده أو غلافه اللاصق به,ق ر
قر,قرن,نتوء بشدة أو اعتصار يمتدُّ في أعلى الجسم أو مُقدمه,ق ر
قس,قسس,تتبع أو متابعة بدأب واستقصاء,ق س
قس,قسو,صلابة الأثناء مع حدة أو جفاف,ق س
